All hps: 2023-07-11 23:10:50 model=pt_resnet dataset=mnist attack=square_l2 n_ex=10000 eps=0.05 p=0.05 n_iter=10000
Clean accuracy: 8.62%
Initial square side=5 for bumps
1: acc=8.48% acc_corr=98.38% avg#q_ae=1.0 med#q_ae=1.0 s=6->7, n_ex=862, 0s, loss=2.305, max_pert=0.1, impr=273
3714: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.496, max_pert=0.1, impr=9
3715: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.496, max_pert=0.1, impr=10
3716: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.496, max_pert=0.1, impr=18
3717: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.496, max_pert=0.1, impr=5
3718: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.496, max_pert=0.1, impr=21
3719: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.496, max_pert=0.1, impr=15
3720: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.496, max_pert=0.1, impr=8
3721: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.496, max_pert=0.1, impr=12
3722: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.496, max_pert=0.1, impr=8
3723: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.496, max_pert=0.1, impr=5
3724: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.496, max_pert=0.1, impr=16
3725: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.496, max_pert=0.1, impr=10
3726: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.496, max_pert=0.1, impr=8
3727: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.496, max_pert=0.1, impr=5
3728: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.495, max_pert=0.1, impr=8
3729: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.495, max_pert=0.1, impr=3
3730: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.495, max_pert=0.1, impr=9
3731: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.495, max_pert=0.1, impr=13
3732: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.495, max_pert=0.1, impr=9
3733: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.495, max_pert=0.1, impr=17
3734: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.495, max_pert=0.1, impr=4
3735: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 134s, loss=1.495, max_pert=0.1, impr=19
3736: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=13
3737: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=7
3738: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=13
3739: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=7
3740: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=4
3741: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=5
3742: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=9
3743: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=11
3744: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=9
3745: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=12
3746: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=12
3747: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=19
3748: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=7
3749: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=6
3750: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=19
3751: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=12
3752: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=13
3753: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=12
3754: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=8
3755: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=7
3756: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=11
3757: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=5
3758: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=8
3759: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=8
3760: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=13
3761: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=13
3762: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=12
3763: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=6
3764: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 135s, loss=1.495, max_pert=0.1, impr=8
3765: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.495, max_pert=0.1, impr=18
3766: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.495, max_pert=0.1, impr=11
3767: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.495, max_pert=0.1, impr=16
3768: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.495, max_pert=0.1, impr=16
3769: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.495, max_pert=0.1, impr=16
3770: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.495, max_pert=0.1, impr=12
3771: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.495, max_pert=0.1, impr=14
3772: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.495, max_pert=0.1, impr=11
3773: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.495, max_pert=0.1, impr=7
3774: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.495, max_pert=0.1, impr=10
3775: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.495, max_pert=0.1, impr=9
3776: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.495, max_pert=0.1, impr=3
3777: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.495, max_pert=0.1, impr=7
3778: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.495, max_pert=0.1, impr=12
3779: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.495, max_pert=0.1, impr=7
3780: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.494, max_pert=0.1, impr=14
3781: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.494, max_pert=0.1, impr=8
3782: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.494, max_pert=0.1, impr=7
3783: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.494, max_pert=0.1, impr=5
3784: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.494, max_pert=0.1, impr=19
3785: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.494, max_pert=0.1, impr=12
3786: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.494, max_pert=0.1, impr=5
3787: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.494, max_pert=0.1, impr=7
3788: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.494, max_pert=0.1, impr=8
3789: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.494, max_pert=0.1, impr=10
3790: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.494, max_pert=0.1, impr=7
3791: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.494, max_pert=0.1, impr=19
3792: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.494, max_pert=0.1, impr=4
3793: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 136s, loss=1.494, max_pert=0.1, impr=11
3794: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=8
3795: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=12
3796: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=9
3797: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=4
3798: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=12
3799: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=8
3800: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=12
3801: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=14
3802: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=7
3803: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=13
3804: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=6
3805: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=17
3806: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=5
3807: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=12
3808: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=2
3809: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=7
3810: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=5
3811: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=9
3812: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=7
3813: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=6
3814: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=9
3815: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=7
3816: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=14
3817: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=13
3818: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=7
3819: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=8
3820: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=9
3821: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=7
3822: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.1, impr=10
3823: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 137s, loss=1.494, max_pert=0.0, impr=14
3824: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.494, max_pert=0.1, impr=21
3825: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.494, max_pert=0.1, impr=10
3826: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.494, max_pert=0.1, impr=23
3827: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.494, max_pert=0.1, impr=19
3828: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.494, max_pert=0.1, impr=10
3829: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.494, max_pert=0.1, impr=7
3830: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=13
3831: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=10
3832: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=17
3833: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=14
3834: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=4
3835: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=9
3836: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=7
3837: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=8
3838: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=10
3839: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=15
3840: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=5
3841: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=13
3842: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=8
3843: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=12
3844: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=6
3845: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=3
3846: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=4
3847: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=6
3848: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=16
3849: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=5
3850: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=8
3851: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=5
3852: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 138s, loss=1.493, max_pert=0.1, impr=12
3853: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=19
3854: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=3
3855: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=5
3856: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=11
3857: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=14
3858: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=11
3859: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.0, impr=2
3860: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=10
3861: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=5
3862: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=10
3863: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=1
3864: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=13
3865: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=9
3866: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=8
3867: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=9
3868: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=9
3869: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=7
3870: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=6
3871: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=8
3872: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=15
3873: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=5
3874: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=0
3875: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=9
3876: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=6
3877: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=5
3878: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=11
3879: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=6
3880: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=8
3881: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 139s, loss=1.493, max_pert=0.1, impr=5
3882: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=5
3883: acc=6.34% acc_corr=73.55% avg#q_ae=560.6 med#q_ae=186.5 s=6->3, n_ex=862, 140s, loss=1.493, max_pert=0.1, impr=7
