All hps: 2023-07-11 23:21:39 model=pt_resnet dataset=mnist attack=square_l2 n_ex=100 eps=0.05 p=0.05 n_iter=10000
Clean accuracy: 9.00%
Initial square side=5 for bumps
1: acc=9.00% acc_corr=100.00% avg#q_ae=nan med#q_ae=nan s=6->7, n_ex=9, 0s, loss=2.409, max_pert=0.0, impr=3
945: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.1, impr=0
946: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.1, impr=1
947: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.0, impr=0
948: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.1, impr=0
949: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.0, impr=0
950: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.1, impr=0
951: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.1, impr=1
952: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.0, impr=2
953: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.0, impr=0
954: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.0, impr=0
955: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.1, impr=0
956: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.1, impr=0
957: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.0, impr=0
958: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.1, impr=0
959: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.0, impr=0
960: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.0, impr=0
961: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 5s, loss=1.942, max_pert=0.0, impr=0
962: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.942, max_pert=0.0, impr=0
963: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.942, max_pert=0.0, impr=0
964: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.942, max_pert=0.1, impr=0
965: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.942, max_pert=0.1, impr=0
966: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.942, max_pert=0.0, impr=0
967: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.942, max_pert=0.0, impr=0
968: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.941, max_pert=0.1, impr=2
969: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.941, max_pert=0.1, impr=0
970: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.941, max_pert=0.1, impr=1
971: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.941, max_pert=0.0, impr=1
972: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=2
973: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.1, impr=1
974: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.1, impr=0
975: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
976: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
977: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
978: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.1, impr=0
979: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=1
980: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.1, impr=0
981: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
982: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
983: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
984: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.1, impr=1
985: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=1
986: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.1, impr=0
987: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.1, impr=0
988: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
989: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.1, impr=0
990: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
991: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
992: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
993: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
994: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
995: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
996: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
997: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
998: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.0, impr=0
999: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.1, impr=0
1000: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.940, max_pert=0.1, impr=1
1001: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.0, impr=2
1002: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.0, impr=1
1003: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.1, impr=0
1004: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.1, impr=0
1005: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.1, impr=1
1006: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.0, impr=0
1007: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.1, impr=0
1008: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.1, impr=0
1009: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.0, impr=0
1010: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.1, impr=0
1011: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.0, impr=1
1012: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.1, impr=0
1013: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.0, impr=0
1014: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.1, impr=0
1015: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.0, impr=0
1016: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.0, impr=0
1017: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.0, impr=0
1018: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.0, impr=0
1019: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.939, max_pert=0.0, impr=1
1020: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.938, max_pert=0.1, impr=1
1021: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.938, max_pert=0.0, impr=0
1022: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.938, max_pert=0.1, impr=0
1023: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.938, max_pert=0.0, impr=1
1024: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.938, max_pert=0.1, impr=1
1025: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.938, max_pert=0.0, impr=1
1026: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.938, max_pert=0.0, impr=0
1027: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.938, max_pert=0.0, impr=0
1028: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.938, max_pert=0.0, impr=1
1029: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.0, impr=1
1030: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.1, impr=0
1031: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.1, impr=0
1032: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.1, impr=1
1033: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.1, impr=0
1034: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.1, impr=2
1035: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.1, impr=0
1036: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.0, impr=0
1037: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.0, impr=0
1038: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.0, impr=1
1039: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.0, impr=0
1040: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.1, impr=0
1041: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.1, impr=1
1042: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.1, impr=0
1043: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.0, impr=1
1044: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.1, impr=0
1045: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.0, impr=0
1046: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.0, impr=0
1047: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.1, impr=1
1048: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.1, impr=1
1049: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.1, impr=1
1050: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.0, impr=0
1051: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.1, impr=0
1052: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.0, impr=1
1053: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.937, max_pert=0.0, impr=1
1054: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.0, impr=1
1055: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.0, impr=0
1056: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.0, impr=0
1057: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.1, impr=0
1058: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.1, impr=1
1059: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.1, impr=0
1060: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.1, impr=1
1061: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.1, impr=1
1062: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.0, impr=0
1063: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.0, impr=1
1064: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.0, impr=0
1065: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.1, impr=1
1066: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.1, impr=0
1067: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.0, impr=0
1068: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.0, impr=1
1069: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.1, impr=0
1070: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.0, impr=0
1071: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.1, impr=0
1072: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.1, impr=0
1073: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.1, impr=0
1074: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.1, impr=0
1075: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.0, impr=1
1076: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.936, max_pert=0.1, impr=0
1077: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.1, impr=1
1078: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=0
1079: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.1, impr=0
1080: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=1
1081: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=0
1082: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=0
1083: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=0
1084: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=0
1085: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=0
1086: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=0
1087: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.1, impr=0
1088: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.1, impr=1
1089: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.1, impr=0
1090: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=0
1091: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.1, impr=1
1092: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=1
1093: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.1, impr=0
1094: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=1
1095: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=0
1096: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=1
1097: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.1, impr=0
1098: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=1
1099: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=0
1100: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.935, max_pert=0.0, impr=1
1101: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.934, max_pert=0.1, impr=2
1102: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.934, max_pert=0.0, impr=0
1103: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.934, max_pert=0.1, impr=0
1104: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.934, max_pert=0.0, impr=1
1105: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.934, max_pert=0.1, impr=0
1106: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.934, max_pert=0.0, impr=1
1107: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.934, max_pert=0.0, impr=0
1108: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.934, max_pert=0.0, impr=0
1109: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.934, max_pert=0.1, impr=1
1110: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.1, impr=1
1111: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.1, impr=0
1112: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.0, impr=0
1113: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.0, impr=0
1114: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.1, impr=1
1115: acc=6.00% acc_corr=66.67% avg#q_ae=43.0 med#q_ae=34.0 s=6->3, n_ex=9, 6s, loss=1.933, max_pert=0.0, impr=0
